Assessment_Sequence_ID,Student_ID,Student or LA,PRE Agree To Participate,PRE Submitted,PRE Duration (Seconds),POST Agree To Participate,POST Submitted,POST Duration (Seconds),PRE % Answered,POST % Answered,PRE-score,POST-score,Effect-size,Learning_gain,male,female,transgender,other,Hispanic,white,black,asian,american_indian,hawaiian_or_other_pacific_islander,other,Year_in_school,First_time,0min_week_wLA,1-5min_week_wLA,6-15min_week_wLA,16-30min_week_wLA,30+min_week_wLA
325,9117,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
495,12379,0,I agree to participate,2016-09-02 17:12:43,417.567,,,,100,,50,,,,0,1,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
242,5220,0,I agree to participate,2016-01-19 10:00:51,1294.152,,,,100,,38.70967742,,,,1,0,0,0,0,0,0,1,0,0,0,1st,0,1,0,0,0,0
247,5423,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
582,8242,0,I agree to participate,2016-09-04 19:21:51,536.183,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,0,2nd,1,1,0,0,0,0
496,11993,0,I agree to participate,2016-08-25 18:15:44,728.39,,,,100,,29.03225806,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
154,4305,0,,,,I agree to participate,2015-12-04 00:00:00,1135.845,,100,,66.66666667,,,0,1,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
330,9241,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
339,9552,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
144,72,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
339,9724,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
381,10352,0,I agree to participate,2016-05-31 22:34:36,1158.122,I agree to participate,2016-07-31 22:36:10,1859.245,100,100,28,52,1.492119827,0.333333333,0,1,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
265,6546,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
136,774,0,I agree to participate,2015-08-31 00:00:00,3475.605,I agree to participate,2015-11-23 00:00:00,2234.001,100,100,50,76.66666667,1.154800786,0.533333333,0,1,0,0,1,0,0,0,0,0,1,2nd,1,1,0,0,0,0
499,12039,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
217,4975,0,I agree to participate,2016-01-19 14:08:17,834.451,I agree to participate,2016-04-14 07:15:14,826.422,100,100,33.33333333,70,1.997500311,0.55,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
467,11504,0,I agree to participate,2016-08-27 15:08:25,2082.135,,,,100,,29.16666667,,,,1,0,0,0,1,0,0,0,0,0,1,2nd,1,1,0,0,0,0
349,10109,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
18,1463,0,I agree to participate,2015-08-28 00:00:00,1567.441,I agree to participate,2015-12-14 11:11:36,752.313,100,100,53.19148936,100,1.82850423,1,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
35,2005,0,I agree to participate,2015-09-14 00:00:00,849.856,,,,100,,25,,,,1,0,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
274,7436,0,I agree to participate,2016-01-21 18:21:17,568.666,,,,100,,20,,,,1,0,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
137,2997,0,I agree to participate,2015-09-11 00:00:00,537.696,I agree to participate,2015-12-05 00:00:00,462.837,100,100,65,90,1.18754088,0.714285714,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
393,11751,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
552,14663,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
388,10484,0,I agree to participate,2016-07-11 17:41:50,412.983,,,,100,,16.12903226,,,,0,1,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
37,2048,0,I agree to participate,2015-09-14 00:00:00,1279.443,,,,100,,31.25,,,,1,0,0,0,0,0,1,0,0,0,0,2nd,1,1,0,0,0,0
132,176,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
34,1969,0,I agree to participate,2015-09-11 00:00:00,1187.647,,,,100,,12.5,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
508,12632,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
514,13134,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
487,11789,0,I agree to participate,2016-08-23 14:40:12,351.689,,,,,,,,,,0,1,0,0,1,0,0,0,1,0,0,3rd,1,1,0,0,0,0
286,8374,0,I agree to participate,2016-01-26 09:14:52,120.877,I agree to participate,2016-04-25 14:45:59,287.235,95.83333333,100,33.33333333,58.33333333,1.423868948,0.375,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
270,6843,1,I agree to participate,2016-01-19 12:49:08,631.824,I agree to participate,2016-04-23 14:33:54,650.667,100,100,93.75,100,1.385640646,1,1,0,0,0,0,1,0,0,0,0,0,5th,0,0,0,0,0,0
328,9157,0,I agree to participate,2016-02-25 18:23:58,1247.664,,,,100,,9.375,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
82,2848,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
247,5453,0,I agree to participate,2016-01-21 13:24:33,208.466,,,,100,,40.90909091,,,,0,1,0,0,1,1,0,0,0,0,0,1st,1,1,0,0,0,0
263,6351,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
265,6630,0,I agree to participate,2016-01-21 14:00:11,169.297,,,,100,,9.090909091,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
467,11386,0,I agree to participate,2016-08-28 23:18:30,858.044,,,,100,,75,,,,1,0,0,0,0,0,0,0,0,0,1,3rd,1,1,0,0,0,0
31,1870,0,I agree to participate,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,1st,1,1,0,0,0,0
554,14694,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
263,6325,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
284,7315,0,I agree to participate,2016-01-21 12:18:03,679.921,I agree to participate,2016-05-02 11:11:18,559.619,100,100,53.33333333,46.66666667,-0.307285633,-0.142857143,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
75,2917,0,I agree to participate,2015-09-09 00:00:00,2996.016,,,,100,,75,,,,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
338,9793,0,,,,I agree to participate,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
133,222,0,I agree to participate,2015-09-01 00:00:00,15070.328,I agree to participate,2015-11-07 00:00:00,792.873,100,100,40,63.33333333,1.400222097,0.388888889,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
259,5854,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
132,112,0,,,,I agree to participate,2015-11-07 00:00:00,273.2,,100,,43.33333333,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
499,12068,0,I agree to participate,2016-08-25 22:02:44,1464.088,,,,100,,76.59574468,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
272,6877,0,I agree to participate,2016-01-19 19:31:26,1890.564,,,,100,,31.91489362,,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
361,8208,0,,,,I agree to participate,2016-04-18 19:26:17,2787.417,,100,,80,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
191,4610,0,I agree to participate,2015-12-31 12:38:00,1698.119,,,,100,,53.33333333,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
349,10124,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
36,2033,0,I agree to participate,2015-09-14 00:00:00,3779.477,,,,100,,6.25,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
137,3030,0,I agree to participate,,,I agree to participate,,,,,,,,,0,1,0,0,1,1,0,0,0,0,0,2nd,1,1,0,0,0,0
446,15186,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
342,9849,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
476,4933,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
41,2121,0,,,,I agree to participate,2015-12-08 08:05:43,1078.407,,100,,21.875,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
17,1225,0,,,,I agree to participate,2015-12-07 19:49:43,73.384,,2.127659574,,2.127659574,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
132,130,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
132,120,0,I agree to participate,2015-09-01 00:00:00,2895.774,I agree to participate,2015-11-07 00:00:00,6605.428,100,100,40,80,2.702149909,0.666666667,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
263,6373,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
539,14366,0,I agree to participate,2016-09-04 08:46:04,774.562,,,,100,,20,,,,0,1,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
409,11232,0,I agree to participate,2016-08-16 14:57:20,363.238,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,4th,1,1,0,0,0,0
555,14686,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
286,3007,0,I agree to participate,2016-01-24 14:09:11,3194.703,I agree to participate,2016-04-29 13:22:42,887.466,100,100,62.5,62.5,0,0,1,0,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
286,8581,0,I agree to participate,2016-01-26 09:14:39,65.187,,,,62.5,,29.16666667,,,,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
568,15271,0,I agree to participate,2016-09-01 16:49:23,1373.609,,,,100,,40,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
496,12002,0,I agree to participate,2016-08-24 12:34:46,689.618,,,,100,,35.48387097,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
444,15161,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
73,2854,0,I agree to participate,2015-09-09 00:00:00,545.613,,,,100,,20.83333333,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
247,5611,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
286,3410,0,I agree to participate,2016-01-23 13:57:49,1750.676,,,,100,,54.16666667,,,,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
545,7411,0,I agree to participate,2016-09-02 06:15:44,730.065,,,,100,,25,,,,1,0,0,0,0,0,0,0,0,0,0,2nd,1,1,0,0,0,0
271,6850,1,I agree to participate,2016-01-20 10:53:27,944.413,I agree to participate,2016-04-29 10:17:17,648.877,100,100,96.875,100,0.150308988,1,1,0,0,0,0,1,0,0,0,0,0,3rd,1,0,0,0,0,0
209,5275,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
417,10602,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
139,1912,0,I agree to participate,2015-09-07 00:00:00,1976.569,I agree to participate,2015-12-13 00:00:00,181.827,100,100,10.63829787,4.255319149,-0.359862251,-0.071428571,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
299,8063,0,I agree to participate,2016-01-27 11:18:49,2427.792,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,3rd,1,1,0,0,0,0
286,3134,0,I agree to participate,2016-01-28 21:52:56,2400.847,I agree to participate,2016-04-23 15:10:10,4359.889,100,100,54.16666667,62.5,0.474622983,0.181818182,0,1,0,0,0,0,0,0,0,0,1,2nd,1,1,0,0,0,0
410,11301,0,I agree to participate,2016-08-19 12:10:53,665.049,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,3rd,1,1,0,0,0,0
509,12811,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
214,770,0,I agree to participate,2016-01-19 21:23:20,622.79,I agree to participate,2016-04-29 10:17:51,1925.688,100,100,9.375,31.25,1.489917256,0.24137931,0,1,0,0,0,0,0,1,0,0,0,3rd,1,1,0,0,0,0
294,7858,0,I agree to participate,2016-01-26 07:09:21,506.306,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,0,2nd,1,1,0,0,0,0
272,6904,0,I agree to participate,2016-01-19 19:04:42,3199.56,,,,100,,78.72340426,,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
135,538,0,,,,I agree to participate,2015-11-10 00:00:00,1275.89,,100,,76.66666667,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
583,8178,0,I agree to participate,2016-09-04 12:24:15,2152.712,,,,100,,40.625,,,,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
135,4276,0,,,,I agree to participate,2015-11-10 00:00:00,1168.536,,100,,70,,,1,0,0,0,0,1,0,0,0,0,0,4th,0,1,0,0,0,0
424,12143,0,I agree to participate,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,Graduate,1,1,0,0,0,0
339,9652,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
540,14408,0,I agree to participate,2016-09-04 18:09:50,651.369,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,2nd,1,1,0,0,0,0
291,7818,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
530,15258,0,I agree to participate,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,3rd,1,1,0,0,0,0
509,96,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
517,13748,0,I agree to participate,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
154,3859,0,I agree to participate,2015-09-28 00:00:00,226.982,I agree to participate,2015-12-04 00:00:00,1763.792,100,100,36.66666667,96.66666667,3.542173733,0.947368421,1,0,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
137,3423,0,I agree to participate,2015-09-11 00:00:00,590.12,I agree to participate,,,100,,55,,,,0,1,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
548,14571,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
46,2223,0,I agree to participate,2015-09-14 00:00:00,2603.427,I agree to participate,2015-12-10 16:49:39,1162.238,100,100,25,50,1.499707117,0.333333333,1,0,0,0,0,1,0,0,0,0,0,2nd,0,1,0,0,0,0
241,5224,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
555,14713,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
60,2542,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
464,12332,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
165,2460,0,I agree to participate,2015-09-14 00:00:00,1613.25,I agree to participate,,,100,,10,,,,0,1,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
568,15299,0,I agree to participate,2016-09-01 14:33:11,4060.592,,,,100,,73.33333333,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
554,14673,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
31,1714,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
517,13690,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
548,14589,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
305,8149,0,I agree to participate,2016-01-27 09:47:03,1886.008,,,,100,,26.66666667,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
297,7993,0,I agree to participate,2016-01-25 20:20:26,1456.312,,,,100,,26.66666667,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
579,9246,0,I agree to participate,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
137,3363,0,I agree to participate,2015-09-11 00:00:00,1027.642,I agree to participate,2015-12-05 00:00:00,2652.653,100,100,55,60,0.237508176,0.111111111,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
191,4672,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
31,1743,0,I agree to participate,2015-09-04 00:00:00,372.332,,,,100,,45.45454545,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,0,1,0,0,0,0
17,1434,0,I agree to participate,2015-08-28 00:00:00,2366.708,,,,100,,12.76595745,,,,1,0,0,0,1,1,0,0,0,0,0,2nd,1,1,0,0,0,0
329,9195,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
516,13330,0,I agree to participate,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
485,11822,0,I agree to participate,2016-08-23 12:14:05,678.085,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,5th,1,1,0,0,0,0
291,7779,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
272,6934,0,I agree to participate,2016-01-19 17:44:08,1142.767,,,,100,,25.53191489,,,,0,1,0,0,0,0,0,1,0,0,0,3rd,1,1,0,0,0,0
59,2517,0,,,,I agree to participate,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
366,8176,0,,,,I agree to participate,2016-04-15 11:23:48,551.853,,,,,,,1,0,0,0,1,1,0,0,0,0,0,1st,1,1,0,0,0,0
542,7573,0,I agree to participate,2016-09-01 16:54:01,1198.506,,,,100,,28.125,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
525,13943,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
516,13366,0,I agree to participate,2016-08-30 20:16:13,763.187,,,,100,,41.66666667,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
241,1539,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
269,6827,0,I agree to participate,2016-01-20 17:15:24,1439.354,I agree to participate,2016-04-25 16:51:27,1143.049,100,100,23.33333333,43.33333333,1.618729023,0.260869565,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
509,12700,0,I agree to participate,2016-08-29 10:26:58,1102.85,,,,100,,20,,,,0,1,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
333,9288,0,I agree to participate,2016-02-01 21:16:15,201.453,I agree to participate,2016-05-19 16:41:51,252.324,100,100,10.63829787,14.89361702,0.78389373,0.047619048,0,1,0,0,1,1,0,0,0,0,0,3rd,1,1,0,0,0,0
259,6020,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
517,12030,0,I agree to participate,2016-08-31 21:11:43,772.257,,,,100,,36.36363636,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
335,9511,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
263,6286,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
342,7187,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
286,3391,0,I agree to participate,2016-01-25 11:23:54,202.636,I agree to participate,2016-04-22 18:29:50,437.287,100,100,41.66666667,58.33333333,0.949245965,0.285714286,0,1,0,0,1,0,0,0,0,0,1,1st,1,1,0,0,0,0
515,3351,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
48,2271,0,I agree to participate,2015-09-11 00:00:00,716.997,I agree to participate,2015-12-09 05:02:16,399.45,100,100,9.375,21.875,0.964518438,0.137931034,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
268,6732,0,I agree to participate,2016-01-25 13:54:18,1004.828,I agree to participate,2016-05-02 13:42:19,519.781,100,100,56.66666667,76.66666667,0.949714756,0.461538462,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
137,2940,0,I agree to participate,2015-09-11 00:00:00,979.247,,,,100,,80,,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
61,2571,0,,,,I agree to participate,2015-12-08 15:15:53,618.268,,100,,73.33333333,,,1,0,0,0,0,1,0,0,0,0,0,2nd,0,1,0,0,0,0
531,13999,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
275,7679,0,,,,I agree to participate,2016-05-02 22:49:47,270.027,,100,,31.25,,,1,0,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
143,4284,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
11,859,0,I agree to participate,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
167,3740,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
342,9933,0,I agree to participate,2016-01-31 21:54:37,1061.293,,,,100,,23.07692308,,,,0,1,0,0,0,0,0,1,0,0,0,2nd,1,1,0,0,0,0
514,13170,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
467,11395,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
157,3941,0,I agree to participate,2015-09-29 00:00:00,1075.402,,,,100,,21.27659574,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
30,1648,0,I agree to participate,2015-09-07 00:00:00,591.945,,,,100,,40.90909091,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
297,8023,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
137,3225,0,,,,I agree to participate,2015-12-08 12:58:33,2060.918,,100,,80,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
198,3960,0,I agree to participate,2016-01-13 21:26:13,806.142,I agree to participate,2016-03-12 18:27:14,2545.68,100,100,33.33333333,53.33333333,0.97370143,0.3,1,0,0,0,0,1,0,0,0,0,0,3rd,0,1,0,0,0,0
525,13936,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
554,2256,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
209,5271,0,I agree to participate,2016-01-20 22:30:52,196.827,,,,100,,36.36363636,,,,0,1,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
331,9268,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
394,11330,0,I agree to participate,2016-08-26 02:50:05,533.111,,,,,,,,,,0,1,0,0,1,1,0,0,0,0,0,3rd,1,1,0,0,0,0
342,10005,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
317,9039,0,I agree to participate,2016-02-02 19:20:52,524.903,I agree to participate,2016-05-15 12:12:45,1620.525,100,100,42.30769231,76.92307692,2.401113319,0.6,0,0,1,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
220,6994,0,I agree to participate,2016-01-20 07:26:07,1370.187,I agree to participate,2016-04-25 07:29:20,1648.95,100,100,18.75,59.375,3.125925089,0.5,0,1,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
272,8953,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
280,7616,0,I agree to participate,2016-01-25 16:43:48,473.037,I agree to participate,2016-04-22 15:15:53,220.764,100,100,12.5,15.625,0.294615857,0.035714286,0,1,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
393,11338,0,I agree to participate,2016-08-23 14:22:15,291.762,,,,100,,21.27659574,,,,0,1,0,0,1,0,0,0,0,1,0,3rd,1,1,0,0,0,0
542,7345,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
516,13407,0,I agree to participate,2016-08-31 19:21:47,320.366,,,,100,,41.66666667,,,,0,1,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
286,3266,0,I agree to participate,2016-01-26 14:25:20,1119.747,I agree to participate,2016-04-25 19:17:34,1147.011,100,100,29.16666667,45.83333333,0.949245965,0.235294118,0,1,0,0,0,0,1,0,0,0,0,1st,1,1,0,0,0,0
222,7187,0,I agree to participate,2016-01-20 11:33:37,1755.62,I agree to participate,2016-04-25 11:57:31,3095.704,100,100,18.75,34.375,1.18839085,0.192307692,0,1,0,0,0,0,1,0,0,0,0,3rd,1,1,0,0,0,0
517,12024,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
536,14196,0,I agree to participate,2016-09-01 11:39:25,109.465,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,5th,1,1,0,0,0,0
389,11937,0,I agree to participate,2016-08-25 12:21:29,920.952,,,,100,,53.33333333,,,,1,0,0,0,0,1,0,0,0,0,0,3rd,1,1,0,0,0,0
368,10186,0,,,,I agree to participate,2016-06-13 13:31:41,1654.708,,100,,93.33333333,,,1,0,0,0,0,1,0,0,0,0,0,5th,1,1,0,0,0,0
83,3693,0,I agree to participate,2015-09-09 00:00:00,530.488,,,,100,,58.33333333,,,,0,1,0,0,0,0,0,1,0,0,0,1st,1,1,0,0,0,0
17,1429,0,,,,I agree to participate,2015-12-07 09:33:44,238.942,,100,,19.14893617,,,1,0,0,0,0,1,0,0,0,0,0,2nd,1,1,0,0,0,0
542,14450,0,I agree to participate,2016-09-01 17:05:23,736.263,,,,100,,40.625,,,,1,0,0,0,0,0,0,0,0,0,0,4th,1,1,0,0,0,0
135,4265,0,,,,I agree to participate,2015-11-10 00:00:00,1337.176,,100,,83.33333333,,,1,0,0,0,0,1,0,0,0,0,0,1st,1,1,0,0,0,0
135,612,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
383,10432,0,,,,I agree to participate,2016-08-08 16:46:39,1043.693,,100,,95.74468085,,,1,0,0,0,0,1,0,0,0,0,0,4th,1,1,0,0,0,0
509,12738,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
